gene_id	type	motif_min_rank	min_motif_rank	min_q_val	min_enr_fold	min_pi_value	gene_name	description	ath_gene_id	ath_alias	gene_name_figs	Expressed gene	Gene description_DE	P value_DE	Avg_log2(FC)_DE	pct.1_DE	pct.2_DE	Adjusted P value_DE	Cluster_DE
Zm00001d015992	TG						Zm00001d015992		AT4G29010	AIM1	Zm00001d015992 (AIM1)	True							
Zm00001d016016	TG						Zm00001d016016	Dynein light chain LC6%2C flagellar outer arm	AT1G52245		Zm00001d016016	True	Dynein light chain LC6%2C flagellar outer arm  	0.0	0.651446133247652	0.14800000000000002	0.035	0.0	BSCs
Zm00001d016036	TG						Zm00001d016036	Chloroplast processing peptidase	AT3G24590	PLSP1	Zm00001d016036 (PLSP1)	True							
Zm00001d016182	TG						Zm00001d016182	Peroxidase 52	AT5G05340	PRX52	Zm00001d016182 (PRX52)	True							
Zm00001d016452	TG						Zm00001d016452		AT5G58100		Zm00001d016452	True							
Zm00001d016502	TG						Zm00001d016502				Zm00001d016502	True							
Zm00001d016508	TG						Zm00001d016508	Actin-7	AT2G37620	ACT1	Zm00001d016508 (ACT1)	True							
Zm00001d016572	TG						acetolactate synthase2	acetolactate synthase2	AT3G48560	TZP5	acetolactate synthase2 (TZP5)	True							
Zm00001d016915	TG						cryptochrome1	Cryptochrome-1	AT4G08920	OOP2	cryptochrome1 (OOP2)	True							
Zm00001d016990	TG						Zm00001d016990	transferases;sulfuric ester hydrolases;catalytics;transferases	AT3G01380		Zm00001d016990	True							
Zm00001d017129	TG						GRAS-transcription factor 39		AT3G07050	NSN1	GRAS-transcription factor 39 (NSN1)	True							
Zm00001d017138	TG						bHLH-transcription factor 176	Transcription factor bHLH128	AT1G05805	AKS2	bHLH-transcription factor 176 (AKS2)	True							
Zm00001d017176	TG						C2C2-CO-like-transcription factor 3	CONSTANS-like protein CO5	AT5G57660	COL5	C2C2-CO-like-transcription factor 3 (COL5)	True							
Zm00001d017213	TG						Zm00001d017213	Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related	AT4G28760	TRM20	Zm00001d017213 (TRM20)	True							
Zm00001d017240	TG						glutaredoxin3	Grx_C2.1-glutaredoxin subgroup I	AT5G40370	GRXC2	glutaredoxin3 (GRXC2)	True	Grx_C2.1-glutaredoxin subgroup I  	0.0	1.045412685812	0.278	0.075	0.0	BSCs
Zm00001d017248	TG						Zm00001d017248	RmlC-like cupins superfamily protein	AT4G10300		Zm00001d017248	True							
Zm00001d017390	TG						Zm00001d017390	Vesicle-associated protein 1-1	AT2G45140	PVA12	Zm00001d017390 (PVA12)	True							
Zm00001d017403	TG						autophagy13b	Autophagy-related protein 13a	AT3G49590	ATG13	autophagy13b (ATG13)	True							
Zm00001d017417	TG						Zm00001d017417	Grx_C3-glutaredoxin subgroup I	AT1G77370		Zm00001d017417	True							
Zm00001d017418	TG						aldehyde dehydrogenase17	Aldehyde dehydrogenase	AT4G36250	ALDH3F1	aldehyde dehydrogenase17 (ALDH3F1)	True							
Zm00001d017474	TG						Zm00001d017474				Zm00001d017474	True							
Zm00001d017510	TG						Zm00001d017510	Cortical cell-delineating protein	AT4G12520		Zm00001d017510	True							
Zm00001d017525	TG						Zm00001d017525	Mitogen-activated protein kinase kinase kinase YODA	AT1G63700	YDA	Zm00001d017525 (YDA)	True							
Zm00001d017528	TG						Zm00001d017528	Cytochrome P450 CYP86A35	AT4G00360	CYP86A2	Zm00001d017528 (CYP86A2)	True							
Zm00001d017557	TG						amino acid/auxin permease35	Amino acid transporter ANTL2	AT2G42005		amino acid/auxin permease35	True	nan	1e-06	0.271988375342269	0.14300000000000002	0.061	0.024735	BSCs
Zm00001d017638	TG						Zm00001d017638	Expressed protein;  protein	AT3G50160		Zm00001d017638	True							
Zm00001d017682	TG						PLATZ-transcription factor 11	PLATZ transcription factor family protein	AT4G17900		PLATZ-transcription factor 11	True							
Zm00001d017708	TG						Zm00001d017708		AT1G31940		Zm00001d017708	True	nan	0.0	0.4361896510403789	0.792	0.425	2e-06	Bundle_sheath
Zm00001d017713	TG						Zm00001d017713	Protein NRT1/ PTR FAMILY 8.3	AT2G02040	PTR2-B	Zm00001d017713 (PTR2-B)	True							
Zm00001d017783	TG						Zm00001d017783	AAA-type ATPase family protein	AT2G18330		Zm00001d017783	True							
Zm00001d017784	TG						ZF-HD-transcription factor 12	Zinc-finger homeodomain protein 5	AT4G24660	ZHD2	ZF-HD-transcription factor 12 (ZHD2)	True							
Zm00001d017905	TG						BSD-transcription factor 6	BSD domain-containing protein	AT1G69030		BSD-transcription factor 6	True							
Zm00001d018006	TG						Zm00001d018006	Serine/threonine-protein kinase WNK (With No Lysine)-related			Zm00001d018006	True							
Zm00001d018099	TG						adenosine 5'-phosphosulfate reductase-like4	adenosine 5'-phosphosulfate reductase-like4	AT1G34780	ATAPRL4	adenosine 5'-phosphosulfate reductase-like4 (ATAPRL4)	True							
Zm00001d018130	TG						Zm00001d018130	Protein CURVATURE THYLAKOID 1D chloroplastic	AT4G01150	CURT1A	Zm00001d018130 (CURT1A)	True							
Zm00001d018145	TG						presequence protease2	Presequence protease 2 chloroplastic/mitochondrial	AT3G19170	PREP1	presequence protease2 (PREP1)	True							
Zm00001d018198	TG						GeBP-transcription factor 16				GeBP-transcription factor 16	True							
Zm00001d018211	TG						1-aminocyclopropane-1-carboxylate oxidase35	1-aminocyclopropane-1-carboxylate oxidase35	AT1G05010	EFE	1-aminocyclopropane-1-carboxylate oxidase35 (EFE)	True							
Zm00001d018238	TG						Zm00001d018238	Thioredoxin-like 3-1 chloroplastic	AT5G04260	WCRKC2	Zm00001d018238 (WCRKC2)	True							
Zm00001d018298	TG						heat shock protein28	17.4 kDa class III heat shock protein	AT1G54050		heat shock protein28	True							
Zm00001d018316	TG						Zm00001d018316	Quinoprotein amine dehydrogenase beta chain-like; RIC1-like guanyl-nucleotide exchange factor	AT5G28350		Zm00001d018316	True							
Zm00001d018399	TG						Zm00001d018399		AT2G12400		Zm00001d018399	True							
Zm00001d018430	TG						Zm00001d018430				Zm00001d018430	True							
Zm00001d018445	TG						phosphate transporter3	phosphate transporter3	AT3G23430	PHO1	phosphate transporter3 (PHO1)	True							
Zm00001d018464	TG						Zm00001d018464				Zm00001d018464	True	nan	0.0	0.7023006354678341	0.161	0.036000000000000004	0.0	BSCs
Zm00001d018501	TG						Zm00001d018501	Zim17-type zinc finger protein	AT3G54826	ZR3	Zm00001d018501 (ZR3)	True							
Zm00001d018575	TG						Zm00001d018575	Epimerase family protein SDR39U1 homolog chloroplastic	AT2G21280	SULA	Zm00001d018575 (SULA)	True	Epimerase family protein SDR39U1 homolog chloroplastic	0.0	0.7831741986985971	0.23	0.067	0.0	BSCs
Zm00001d018627	TG						monosaccharide transporter1	monosaccharide transporter1	AT1G11260	STP1	monosaccharide transporter1 (STP1)	True	 monosaccharide transporter1	0.0	-1.61762664730838	0.096	0.35100000000000003	0.0	BSCs
Zm00001d018787	TG						Zm00001d018787	DEAD-box ATP-dependent RNA helicase 53	AT3G22330	PMH2	Zm00001d018787 (PMH2)	True							
Zm00001d018791	TG						Zm00001d018791	Anther-specific proline-rich protein APG	AT1G75880		Zm00001d018791	True							
Zm00001d018802	TG						male sterile22	male sterile22	AT4G15700		male sterile22	True							
Zm00001d018859	TG						Zm00001d018859	Ubiquitin carboxyl-terminal hydrolase 13	AT3G11910	UBP13	Zm00001d018859 (UBP13)	True							
Zm00001d018891	TG						chloroplast RNA processing4	chloroplast RNA processing4	AT3G03710	RIF10	chloroplast RNA processing4 (RIF10)	True							
Zm00001d019218	TG						glycerol-3-phosphate dehydrogenase5	Glycerol-3-phosphate dehydrogenase [NAD(+)] 2 chloroplastic	AT2G40690	SFD1	glycerol-3-phosphate dehydrogenase5 (SFD1)	True							
Zm00001d019518	TG						photosynthetic electron transport8	Photosystem I reaction center subunit IV A	AT2G20260	PSAE-2	photosynthetic electron transport8 (PSAE-2)	True	Photosystem I reaction center subunit IV A  	0.0	1.7248208238580802	0.29600000000000004	0.058	0.0	BSCs
Zm00001d019850	TG						Zm00001d019850	Fatty acyl-CoA reductase 1	AT5G22500	FAR1	Zm00001d019850 (FAR1)	True	Fatty acyl-CoA reductase 1	0.0	1.9525782063442298	0.33899999999999997	0.005	0.0	BSCs
Zm00001d019956	TG						Zm00001d019956	Protein FLUORESCENT IN BLUE LIGHT chloroplastic	AT3G14110	FLU	Zm00001d019956 (FLU)	True							
Zm00001d020227	TG						Zm00001d020227	transducin family protein / WD-40 repeat family protein			Zm00001d020227	True							
Zm00001d020264	TG						FCS-like zinc finger31		AT1G78020		FCS-like zinc finger31	True							
Zm00001d020274	TG						Zm00001d020274	Protein SCO1 homolog 2 mitochondrial	AT4G39740	HCC2	Zm00001d020274 (HCC2)	True							
Zm00001d020317	TG						Zm00001d020317				Zm00001d020317	True							
Zm00001d020371	TG						Zm00001d020371	Endoglucanase 11	AT2G32990	GH9B8	Zm00001d020371 (GH9B8)	True							
Zm00001d020460	TG						ZF-HD-transcription factor 2	Zinc-finger homeodomain protein 8	AT1G69600	ZHD11	ZF-HD-transcription factor 2 (ZHD11)	True							
Zm00001d020500	TG						Zm00001d020500				Zm00001d020500	True	nan	0.0	1.1384374775506	0.33899999999999997	0.12	0.0	BSCs
Zm00001d020607	TG						Zm00001d020607	Dormancy-associated protein homolog 3	AT1G56220		Zm00001d020607	True							
Zm00001d020614	TG						ZIM-transcription factor 28	ZIM-transcription factor 28	AT1G17380	TIFY11A	ZIM-transcription factor 28 (TIFY11A)	True							
Zm00001d020740	TG						Zm00001d020740	Probable carboxylesterase 2	AT1G49640		Zm00001d020740	True							
Zm00001d020755	TG						Zm00001d020755				Zm00001d020755	True							
Zm00001d020757	TG						Zm00001d020757	Protein MIZU-KUSSEI 1	AT5G42680		Zm00001d020757	True							
Zm00001d020852	TG						Zm00001d020852	Cellulose synthase-like protein E1	AT1G55850	CSLE1	Zm00001d020852 (CSLE1)	True							
Zm00001d020869	TG						Zm00001d020869				Zm00001d020869	True							
Zm00001d020961	TG						Zm00001d020961	NAD(P)-binding Rossmann-fold superfamily protein	AT2G33600	CRL2	Zm00001d020961 (CRL2)	True							
Zm00001d021000	TG						Zm00001d021000	ATPase 4 plasma membrane-type			Zm00001d021000	True	ATPase 4 plasma membrane-type	0.0	0.513262192500078	0.7829999999999999	0.657	0.000154	BSCs
Zm00001d021177	TG						Zm00001d021177				Zm00001d021177	True							
Zm00001d021203	TG						Zm00001d021203	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT1G01910		Zm00001d021203	True							
Zm00001d021247	TG						Zm00001d021247	Protein INAPERTURATE POLLEN1			Zm00001d021247	True							
Zm00001d021295	TG						Zm00001d021295	DNA photolyases;DNA photolyases	AT4G25290		Zm00001d021295	True	DNA photolyases;DNA photolyases	0.0	0.843140143903472	0.257	0.07	0.0	BSCs
Zm00001d021318	TG						Zm00001d021318	DNA-(apurinic or apyrimidinic site) lyase 2	AT4G38690		Zm00001d021318	True							
Zm00001d021359	TG						Zm00001d021359	Ubiquitin-related modifier 1 homolog	AT2G45695	URM11	Zm00001d021359 (URM11)	True							
Zm00001d021487	TG						Zm00001d021487	receptor-like protein kinase 4	AT2G19130		Zm00001d021487	True							
Zm00001d021494	TG						Zm00001d021494	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein	AT4G11610		Zm00001d021494	True							
Zm00001d021511	TG						Zm00001d021511	Ribosomal protein L15	AT4G16720		Zm00001d021511	True							
Zm00001d021520	TG						Zm00001d021520	RanBP2-type zinc finger protein	AT1G67325		Zm00001d021520	True							
Zm00001d021574	TG						lazarus ortholog1	Protein LAZ1	AT4G21570		lazarus ortholog1	True							
Zm00001d021653	TG						Zm00001d021653	Glucose-6-phosphate/phosphate translocator 2	AT1G61800	GPT2	Zm00001d021653 (GPT2)	True	Glucose-6-phosphate/phosphate translocator 2  	0.0	0.7027437500731241	0.109	0.009000000000000001	0.0	BSCs
Zm00001d021686	TG						Zm00001d021686	Receptor-like serine-threonine protein kinase	AT4G23180	RLK4	Zm00001d021686 (RLK4)	True							
Zm00001d021711	TG						Zm00001d021711				Zm00001d021711	True							
Zm00001d021745	TG						Zm00001d021745	CYCD6	AT4G03270	CYCD6;1	Zm00001d021745 (CYCD6;1)	True							
Zm00001d021762	TG						Zm00001d021762	Putative PAP-specific phosphatase mitochondrial	AT4G05090		Zm00001d021762	True							
Zm00001d021947	TG						WRKY-transcription factor 1	Probable WRKY transcription factor 20	AT4G26640	WRKY20	WRKY-transcription factor 1 (WRKY20)	True							
Zm00001d022107	TG						Zm00001d022107	Glyceraldehyde-3-phosphate dehydrogenase A	AT2G04039		Zm00001d022107	True	Glyceraldehyde-3-phosphate dehydrogenase A	0.0	0.843311787480193	0.204	0.04	0.0	BSCs
Zm00001d022180	TG						ribosomal proteinS6a	ribosomal proteinS6	AT4G31700	RPS6A	ribosomal proteinS6a (RPS6A)	True							
Zm00001d022193	TG						ramosa3	Probable trehalose-phosphate phosphatase J	AT1G35910	TPPD	ramosa3 (TPPD)	True							
Zm00001d022197	TG						Zm00001d022197	Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein	AT4G37660		Zm00001d022197	True							
Zm00001d022205	TG						Zm00001d022205	E3 ubiquitin-protein ligase RKP	AT2G22010	RKP	Zm00001d022205 (RKP)	True							
Zm00001d022242	TG						Zm00001d022242	PLASMODESMATA CALLOSE-BINDING PROTEIN 5	AT3G13560		Zm00001d022242	True							
Zm00001d022278	TG						Zm00001d022278	1-Cys peroxiredoxin PER1	AT1G48130	PER1	Zm00001d022278 (PER1)	True							
Zm00001d022340	TG						Zm00001d022340				Zm00001d022340	True							
Zm00001d022391	TG						Zm00001d022391	Phosphatidylinositol 4-phosphate 5-kinase 6	AT3G56960	PIP5K4	Zm00001d022391 (PIP5K4)	True							
Zm00001d022395	TG						Zm00001d022395	Rhythmically expressed protein	AT2G41250		Zm00001d022395	True							
Zm00001d022406	TG						Zm00001d022406	Probable mitochondrial adenine nucleotide transporter BTL1	AT3G20240		Zm00001d022406	True							
Zm00001d022407	TG						Zm00001d022407	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	AT3G57220		Zm00001d022407	True							
Zm00001d022417	TG						DDT-transcription factor 4	DNA binding;zinc ion binding;DNA binding	AT5G12400		DDT-transcription factor 4	True							
Zm00001d022451	TG						calcineurin B-like-interacting protein kinase29	CBL-interacting serine/threonine-protein kinase 11	AT2G30360	SNRK3.22	calcineurin B-like-interacting protein kinase29 (SNRK3.22)	True							
Zm00001d022456	TG						Zm00001d022456	Peroxidase 42	AT5G05340	PRX52	Zm00001d022456 (PRX52)	True	Peroxidase 42  	0.0	-1.37419206092192	0.1	0.28600000000000003	5e-06	BSCs
Zm00001d022462	TG						Zm00001d022462	60S ribosomal protein L18-3	AT5G27850		Zm00001d022462	True							
Zm00001d023208	TG						dwarf ortholog53	Protein SMAX1-LIKE 7	AT2G40130	SMXL8	dwarf ortholog53 (SMXL8)	True	Protein SMAX1-LIKE 7	0.0	0.8179724785708758	0.17	0.055	0.0	BSCs
Zm00001d023311	TG						Zm00001d023311	Os01g0112866 protein	AT3G14470		Zm00001d023311	True	Os01g0112866 protein	0.0	3.27074662937523	0.713	0.22	0.0	BSCs
Zm00001d023344	TG						Zm00001d023344		AT2G14170	ALDH6B2	Zm00001d023344 (ALDH6B2)	True							
Zm00001d023385	TG						phytosulfokine4	phytosulfokine4			phytosulfokine4	True							
Zm00001d023536	TG						oil yellow1	Magnesium-chelatase subunit ChlI-1 chloroplastic	AT4G18480	CHLI1	oil yellow1 (CHLI1)	True							
Zm00001d023640	TG						Zm00001d023640	Ubiquitin carboxyl-terminal hydrolase 13	AT3G11910	UBP13	Zm00001d023640 (UBP13)	True							
Zm00001d023781	TG						Zm00001d023781	Putative pumilio homolog 7 chloroplastic	AT1G78160	PUM7	Zm00001d023781 (PUM7)	True							
Zm00001d023888	TG						Zm00001d023888		AT4G03150		Zm00001d023888	True							
Zm00001d023974	TG						Zm00001d023974	Putative endonuclease or glycosyl hydrolase	AT2G15560		Zm00001d023974	True							
Zm00001d024027	TG						proline rich cell wall protein1	proline rich cell wall protein1			proline rich cell wall protein1	True							
Zm00001d024148	TG						Zm00001d024148	Photosynthetic NDH subunit of subcomplex B 1 chloroplastic	AT1G15980	PnsB1	Zm00001d024148 (PnsB1)	True	Photosynthetic NDH subunit of subcomplex B 1 chloroplastic	0.0	2.3448795047538997	0.313	0.014	0.0	BSCs
Zm00001d024164	TG						Zm00001d024164	Nonsense-mediated mRNA decay protein 2 isoform 2			Zm00001d024164	True							
Zm00001d024507	TG						sigma factor 1A	sigma factor 1A	AT1G64860	SIGB	sigma factor 1A (SIGB)	True	 sigma factor 1A	0.0	0.7064184937379671	0.135	0.017	0.0	BSCs
Zm00001d024624	TG						Zm00001d024624	Tyrosyl-tRNA synthetase	AT2G33840		Zm00001d024624	True							
Zm00001d024833	TG						Zm00001d024833				Zm00001d024833	True							
Zm00001d025129	TG						Zm00001d025129	Short-chain dehydrogenase TIC 32 chloroplastic	AT5G02540		Zm00001d025129	True	Short-chain dehydrogenase TIC 32 chloroplastic	0.0	-2.13924811269674	0.14800000000000002	0.443	0.0	BSCs
Zm00001d025180	TG						Zm00001d025180	Ypt/Rab-GAP domain of gyp1p superfamily protein	AT4G13730		Zm00001d025180	True							
Zm00001d025545	TG						zeaxanthin epoxidase2	zeaxanthin epoxidase2	AT5G67030	ZEP	zeaxanthin epoxidase2 (ZEP)	True							
Zm00001d025616	TG						Zm00001d025616	30S ribosomal protein 3 chloroplastic	AT1G68590	PSRP3/1	Zm00001d025616 (PSRP3/1)	True							
Zm00001d025623	TG						Zm00001d025623	Vacuolar iron transporter 1			Zm00001d025623	True	Vacuolar iron transporter 1	0.0	1.17472361675872	0.104	0.003	0.0	BSCs
Zm00001d025846	TG						Zm00001d025846	Beta-glucosidase 47	AT4G21760	BGLU47	Zm00001d025846 (BGLU47)	True							
Zm00001d025860	TG						Zm00001d025860		AT2G35260		Zm00001d025860	True	nan	0.0	1.11733630665236	0.243	0.035	0.0	BSCs
Zm00001d025923	TG						Zm00001d025923	(+)-neomenthol dehydrogenase	AT1G01800		Zm00001d025923	True	(+)-neomenthol dehydrogenase	0.0	-0.8085359308473838	0.083	0.218	0.017093	BSCs
Zm00001d025997	TG						Zm00001d025997	Protein kinase superfamily protein	AT2G44830		Zm00001d025997	True							
Zm00001d026022	TG						Zm00001d026022	Nucleolar complex protein 4	AT2G17250	NOC4	Zm00001d026022 (NOC4)	True							
Zm00001d026030	TG						Zm00001d026030	Cyclin-T1-5	AT5G45190		Zm00001d026030	True							
Zm00001d026064	TG						Zm00001d026064	Polyprenol reductase 2	AT2G16530		Zm00001d026064	True							
Zm00001d026126	TG						Zm00001d026126	Probable serine/threonine-protein kinase Cx32 chloroplastic	AT2G17220	Kin3	Zm00001d026126 (Kin3)	True							
Zm00001d026189	TG						Zm00001d026189	Putative leucine-rich repeat receptor-like protein kinase family protein	AT5G07620		Zm00001d026189	True							
Zm00001d026222	TG						Zm00001d026222		AT3G03130		Zm00001d026222	True							
Zm00001d026277	TG						coproporphyrinogen III oxidase2	coproporphyrinogen III oxidase2	AT1G03475	LIN2	coproporphyrinogen III oxidase2 (LIN2)	True							
Zm00001d026282	TG						Zm00001d026282	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	AT3G22142		Zm00001d026282	True							
Zm00001d026308	TG						Zm00001d026308	Auxin-responsive protein SAUR71	AT1G16510	SAUR41	Zm00001d026308 (SAUR41)	True							
Zm00001d026368	TG						Zm00001d026368	Thioredoxin-like protein CXXS1	AT1G11530	CXXS1	Zm00001d026368 (CXXS1)	True	Thioredoxin-like protein CXXS1	0.0	0.441225939635359	0.204	0.097	0.0045130000000000005	BSCs
Zm00001d026398	TG						bZIP-transcription factor 113	Transcription factor TGA4	AT5G10030	TGA4	bZIP-transcription factor 113 (TGA4)	True	Transcription factor TGA4	0.0	1.23498648896462	0.391	0.11599999999999999	0.0	BSCs
Zm00001d026439	TG						Zm00001d026439	Tetratricopeptide repeat (TPR)-like superfamily protein	AT1G15290		Zm00001d026439	True	Tetratricopeptide repeat (TPR)-like superfamily protein	0.0	1.4524391782874295	0.33	0.076	0.0	BSCs
Zm00001d026445	TG						Zm00001d026445	E3 ubiquitin-protein ligase MBR2	AT4G34040	MBR2	Zm00001d026445 (MBR2)	True							
Zm00001d026448	TG						AP2-EREBP-transcription factor 212	Floral homeotic protein APETALA 2	AT4G36920	FLO2	AP2-EREBP-transcription factor 212 (FLO2)	True							
