gene_id	type	motif_min_rank	min_motif_rank	min_q_val	min_enr_fold	min_pi_value	gene_name	description	ath_gene_id	ath_alias	gene_name_figs	Expressed gene	Gene description_DE	P value_DE	Avg_log2(FC)_DE	pct.1_DE	pct.2_DE	Adjusted P value_DE	Cluster_DE
Zm00001d042287	TF	M11037	615.0	0.0018040540540540538	1.2730263157894737	3.4928665319399927	myb transcription factor2	CDC5 protein	AT1G09770	CDC5	myb transcription factor2 (CDC5)	True							
Zm00001d042305	TF	M00891	73.0	0.0018040540540540538	2.5342960288808665	6.953475879889272	TCP-transcription factor 8	Transcription factor TCP11	AT3G27010	TCP20	TCP-transcription factor 8 (TCP20)	True							
Zm00001d042315	TF	M06986	719.0	0.04079166666666666	1.1144781144781144	1.5484877105040502	MADS-transcription factor 69	MADS-box transcription factor 56	AT4G11880	XAL2	MADS-transcription factor 69 (XAL2)	True							
Zm00001d042373	TF	M01052	72.0	0.0018040540540540538	2.5357142857142856	6.957367222719897	bHLH-transcription factor 32	Transcription factor bHLH62	AT3G07340		bHLH-transcription factor 32	True							
Zm00001d042560	TF	M06955	463.0	0.0018040540540540538	1.4696485623003197	4.032348910076601	indeterminate gametophyte1	LOB domain-containing protein 6	AT1G65620	AS2	indeterminate gametophyte1 (AS2)	True							
Zm00001d042580	TF	M07186	422.0	0.0018040540540540538	1.5634328358208955	4.28966955312959	NAC-transcription factor 95	NAC domain-containing protein 35	AT2G02450	NAC035	NAC-transcription factor 95 (NAC035)	True							
Zm00001d042588	TF	M01621	46.0	0.0018040540540540538	2.752840909090909	7.553108494191592	AP2-EREBP-transcription factor 52	AP2 domain containing protein	AT5G50080	ERF110	AP2-EREBP-transcription factor 52 (ERF110)	True							
Zm00001d042609	TF	M00970	18.0	0.0018040540540540538	3.2214765100671134	8.838927637144852	NAC-transcription factor 109	NAC domain-containing protein 48%3B NAC transcription factor	AT1G01720	ATAF1	NAC-transcription factor 109 (ATAF1)	True							
Zm00001d042618	TF	M06986	719.0	0.04079166666666666	1.1144781144781144	1.5484877105040502	Zea mays MADS16	Floral homeotic protein PISTILLATA	AT5G20240	PI	Zea mays MADS16 (PI)	True							
Zm00001d042721	TF	MA1033.1	727.0	0.05676954732510287	1.0958549222797926	1.3653087372934056	bZIP-transcription factor 95	G-box-binding factor 4	AT1G03970	GBF4	bZIP-transcription factor 95 (GBF4)	True							
Zm00001d042864	TF	M02227	477.0	0.0018040540540540538	1.4427083333333333	3.958431644616749	Homeobox-transcription factor 48	BEL1-like homeodomain protein 9	AT5G02030	VAN	Homeobox-transcription factor 48 (VAN)	True							
Zm00001d042910	TF	M07110	507.0	0.0018040540540540538	1.4013157894736843	3.8448608336083647	MYB-transcription factor 15	myb domain protein 3r-3	AT5G02320	MYB3R-5	MYB-transcription factor 15 (MYB3R-5)	True							
Zm00001d042960	TF	M00008	1.0	0.0018040540540540538	5.2771084337349405	14.479068661027801	Zm00001d042960	AT hook motif family protein	AT3G58090		Zm00001d042960	True							
Zm00001d043025	TF	M02726	720.0	0.04079166666666666	1.1047904191616766	1.5350273500485772	WRKY-transcription factor 43	Probable WRKY transcription factor 33	AT2G38470	WRKY33	WRKY-transcription factor 43 (WRKY33)	True							
Zm00001d043117	TF	M01058	386.0	0.0018040540540540538	1.619496855345912	4.443495232156122	bZIP-transcription factor 102	ABSCISIC ACID-INSENSITIVE 5-like protein 2	AT3G56850	DPBF3	bZIP-transcription factor 102 (DPBF3)	True							
Zm00001d043131	TF	M01076	172.0	0.0018040540540540538	2.1698113207547167	5.953420796481017	MYB-transcription factor 138	myb domain protein 81	AT3G11440	MYB65	MYB-transcription factor 138 (MYB65)	True							
Zm00001d043153	TF	M00856	345.0	0.0018040540540540538	1.710948905109489	4.694416835216946	octopine synthase binding factor3	octopine synthase binding factor3	AT5G06950	TGA2	octopine synthase binding factor3 (TGA2)	True							
Zm00001d043205	TF	M00719	7.0	0.0018040540540540538	3.8699186991869916	10.618091187954974	AP2-EREBP-transcription factor 147	Ethylene-responsive transcription factor 4	AT5G44210	ERF9	AP2-EREBP-transcription factor 147 (ERF9)	True							
Zm00001d043368	TF	M01313	173.0	0.0018040540540540538	2.1615384615384614	5.930722135250287	TCP-transcription factor 30	TCP family transcription factor containing protein	AT5G60970	TCP5	TCP-transcription factor 30 (TCP5)	True							
Zm00001d043378	TF	M02520	491.0	0.0018040540540540538	1.4267990074441688	3.9147804244850364	CPP-transcription factor 11	Protein tesmin/TSO1-like CXC 5	AT4G29000		CPP-transcription factor 11	True							
Zm00001d043402	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 37	Dof zinc finger protein DOF1.5	AT2G34140		C2C2-Dof-transcription factor 37	True							
Zm00001d043431	TF	M06714	670.0	0.0018040540540540538	1.1632183908045977	3.191580987906605	ARF-transcription factor 11	Auxin response factor 11	AT2G33860	ETT	ARF-transcription factor 11 (ETT)	True							
Zm00001d043696	TF	M07033	617.0	0.0018040540540540538	1.271604938271605	3.4889666267299924	single myb histone4	Homeodomain-like/winged-helix DNA-binding family protein	AT1G17520		single myb histone4	True							
Zm00001d043706	TF	M01124	83.0	0.0018040540540540538	2.493506493506493	6.841559573686146	bHLH-transcription factor 57	DNA binding protein	AT2G46510	JAM1	bHLH-transcription factor 57 (JAM1)	True							
Zm00001d043904	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 4	Cyclic dof factor 2	AT1G29160		C2C2-Dof-transcription factor 4	True							
Zm00001d043921	TF	M01290	420.0	0.0018040540540540538	1.5708333333333333	4.309974671539392	NAC-transcription factor 82	NAC domain-containing protein 73	AT4G28500	SND2	NAC-transcription factor 82 (SND2)	True							
Zm00001d043922	TF	M06714	670.0	0.0018040540540540538	1.1632183908045977	3.191580987906605	ARF-transcription factor 12	Auxin response factor 3	AT2G33860	ETT	ARF-transcription factor 12 (ETT)	True							
Zm00001d043937	TF	M06916	394.0	0.0018040540540540538	1.6062992125984252	4.407284193875575	WUSCHEL related homeobox 9b	WUSCHEL related homeobox 9b	AT5G45980	WOX9B	WUSCHEL related homeobox 9b (WOX9B)	True							
Zm00001d043969	TF	M06884	264.0	0.0018040540540540538	1.916	5.257025869922212	C2C2-GATA-transcription factor 35	GATA transcription factor 19	AT2G18380	HANL1	C2C2-GATA-transcription factor 35 (HANL1)	True							
Zm00001d044004	TF	M00718	8.0	0.0018040540540540538	3.6866666666666665	10.115293340525342	AP2-EREBP-transcription factor 208	Ethylene-responsive transcription factor CRF4	AT5G53290	CRF3	AP2-EREBP-transcription factor 208 (CRF3)	True							
Zm00001d044216	TF	M01126	352.0	0.0018040540540540538	1.6941580756013743	4.648346989130509	bHLH-transcription factor 166	Transcription factor bHLH121	AT3G19860	bHLH121	bHLH-transcription factor 166 (bHLH121)	True							
Zm00001d044261	TF	M06795	351.0	0.0018040540540540538	1.6968503937007875	4.655734038138168	Zm00001d044261	Protein indeterminate-domain 9	AT1G03840	MGP	Zm00001d044261 (MGP)	True	Protein indeterminate-domain 9	0.0	1.2319084943538001	0.20600000000000002	0.002	0.0	MCs
Zm00001d044330	TF	M07033	617.0	0.0018040540540540538	1.271604938271605	3.4889666267299924	MYB-related-transcription factor 6	Telomere repeat-binding factor 1	AT1G49950	TRB1	MYB-related-transcription factor 6 (TRB1)	True							
Zm00001d044409	TF	M01078	308.0	0.0018040540540540538	1.8230088495575218	5.001881358674855	MYB-related-transcription factor 17	MYB-related transcription factor	AT5G47390	MYBH	MYB-related-transcription factor 17 (MYBH)	True							
Zm00001d044538	TF	M00876	425.0	0.0018040540540540538	1.550595238095238	4.254446388541157	MYB-transcription factor 27				MYB-transcription factor 27	True							
Zm00001d044785	TF	M00874	690.0	0.007716763005780347	1.1814159292035398	2.4958177504129635	G2-like1	G2-like1	AT2G20570	GPRI1	G2-like1 (GPRI1)	True							
Zm00001d044836	TF	M00891	73.0	0.0018040540540540538	2.5342960288808665	6.953475879889272	TCP-transcription factor 9	Transcription factor TCP14	AT3G47620	TCP14	TCP-transcription factor 9 (TCP14)	True							
Zm00001d044857	TF	M01612	490.0	0.0018040540540540538	1.4291845493562232	3.9213257561893444	AP2-EREBP-transcription factor 31	Putative AP2/EREBP transcription factor superfamily protein	AT4G39780		AP2-EREBP-transcription factor 31	True							
Zm00001d044940	TF	M01056	240.0	0.0018040540540540538	1.9666666666666663	5.396042559593084	bZIP-transcription factor 100	Putative bZIP transcription factor superfamily protein	AT4G34000	DPBF5	bZIP-transcription factor 100 (DPBF5)	True							
Zm00001d045026	TF	MA1691.1	533.0	0.0018040540540540538	1.3649425287356325	3.7450616829437693	ARF-transcription factor 27	Auxin response factor 7	AT1G19220	IAA22	ARF-transcription factor 27 (IAA22)	True							
Zm00001d045044	TF	M00719	9.0	0.0018040540540540538	3.556313993174061	9.757638133445932	AP2-EREBP-transcription factor 160	AP2-EREBP-transcription factor 160	AT3G14230	RAP2.2	AP2-EREBP-transcription factor 160 (RAP2.2)	True							
Zm00001d045046	TF	M01701	65.0	0.0018040540540540538	2.586387434554974	7.096401697858685	Pi starvation-induced transcription factor1	Pi starvation-induced transcription factor1	AT5G58010	LRL3	Pi starvation-induced transcription factor1 (LRL3)	True							
Zm00001d045112	TF	M02313	691.0	0.007716763005780347	1.165680473372781	2.462575579723998	ARR-B-transcription factor 2	Putative two-component response regulator family protein	AT2G25180	RR12	ARR-B-transcription factor 2 (RR12)	True							
Zm00001d045120	TF	M01603	36.0	0.0018040540540540538	2.825688073394496	7.7529829343243835	AP2-EREBP-transcription factor 207	Putative AP2/EREBP transcription factor superfamily protein	AT5G25190	ESE3	AP2-EREBP-transcription factor 207 (ESE3)	True							
Zm00001d045212	TF	M00722	65.0	0.0018040540540540538	2.586387434554974	7.096401697858685	bHLH-transcription factor 125	Transcription factor SPATULA	AT4G36930	SPT	bHLH-transcription factor 125 (SPT)	True							
Zm00001d045398	TF	M00728	3.0	0.0018040540540540538	4.257028112449799	11.680222816354236	Homeobox-transcription factor 77	Putative homeobox DNA-binding and leucine zipper domain family protein	AT4G16780	HB-2	Homeobox-transcription factor 77 (HB-2)	True							
Zm00001d045400	TF	M00728	3.0	0.0018040540540540538	4.257028112449799	11.680222816354236	Homeobox-transcription factor 4	Putative homeobox DNA-binding and leucine zipper domain family protein	AT2G44910	HB4	Homeobox-transcription factor 4 (HB4)	True							
Zm00001d045463	TF	M00971	384.0	0.0018040540540540538	1.6238095238095238	4.45532811821124	NAC-transcription factor 86	NAC domain-containing protein 43			NAC-transcription factor 86	True							
Zm00001d045533	TF	M02545	717.0	0.04079166666666666	1.185897435897436	1.647719754699145	Zm00001d045533	Growth-regulating factor 6	AT2G22840	GRF1	Zm00001d045533 (GRF1)	True							
Zm00001d045581	TF	M00879	24.0	0.0018040540540540538	2.976470588235294	8.166692527878666	MYB-related-transcription factor 69	Putative MYB DNA-binding domain superfamily protein	AT5G52660		MYB-related-transcription factor 69	True							
Zm00001d046223	TF	M02227	677.0	0.0019690265486725666	1.1604651162790698	3.139926664314112	Homeobox-transcription factor 21	Homeobox protein ATH1	AT4G32980	ATH1	Homeobox-transcription factor 21 (ATH1)	True							
Zm00001d046568	TF	M01064	342.0	0.0018040540540540538	1.71875	4.7158210928647195	knotted related homeobox2	knotted related homeobox2	AT5G25220	KNAT3	knotted related homeobox2 (KNAT3)	True	 knotted related homeobox2	0.0	-0.729774146374652	0.133	0.235	0.0	MCs
Zm00001d046632	TF	M02327	165.0	0.0018040540540540538	2.180555555555556	5.982900295594028	MYB-transcription factor 112	MYB transcription factor TaMYB1%3B Putative MYB DNA-binding domain superfamily protein	AT4G37260	MYB73	MYB-transcription factor 112 (MYB73)	True							
Zm00001d046719	TF	M06695	575.0	0.0018040540540540538	1.3169934640522876	3.6135014149485096	ARID-transcription factor 10	AT-rich interactive domain-containing protein 3	AT2G17410		ARID-transcription factor 10	True							
Zm00001d046937	TF	M01154	290.0	0.0018040540540540538	1.8614457831325304	5.10734271262282	bZIP-transcription factor 17	Basic leucine zipper 9	AT5G24800	BZO2H2	bZIP-transcription factor 17 (BZO2H2)	True	Basic leucine zipper 9	0.0	-0.631486157796853	0.309	0.381	0.0	MCs
Zm00001d046974	TF	M00879	24.0	0.0018040540540540538	2.976470588235294	8.166692527878666	MYB-related-transcription factor 86	Protein REVEILLE 6	AT5G52660		MYB-related-transcription factor 86	True							
Zm00001d047017	TF	M01124	83.0	0.0018040540540540538	2.493506493506493	6.841559573686146	bHLH-transcription factor 91	Putative HLH DNA-binding domain superfamily protein	AT1G32640	ZBF1	bHLH-transcription factor 91 (ZBF1)	True							
Zm00001d047081	TF	M00727	589.0	0.0018040540540540538	1.3026819923371646	3.574234307932298	C2C2-GATA-transcription factor 28	GATA transcription factor 2	AT3G60530	GATA4	C2C2-GATA-transcription factor 28 (GATA4)	True							
Zm00001d047209	TF	M01900	178.0	0.0018040540540540538	2.15	5.899063476165321	Zm00001d047209	Calmodulin-binding transcription activator 2	AT2G22300	SR1	Zm00001d047209 (SR1)	True	Calmodulin-binding transcription activator 2	0.0	-0.517922747525344	0.318	0.386	5e-06	MCs
Zm00001d047309	TF	M02726	720.0	0.04079166666666666	1.1047904191616766	1.5350273500485772	WRKY-transcription factor 61	Putative WRKY DNA-binding domain superfamily protein	AT1G13960	WRKY4	WRKY-transcription factor 61 (WRKY4)	True							
Zm00001d047355	TF	M06986	684.0	0.0038978102189781024	1.1661237785016287	2.809401280214236	Zm00001d047355	Agamous-like MADS-box protein AGL14	AT4G11880	XAL2	Zm00001d047355 (XAL2)	True							
Zm00001d047356	TF	M06986	684.0	0.0038978102189781024	1.1661237785016287	2.809401280214236	MADS-transcription factor 76	MADS-box transcription factor 56	AT2G45660	SOC1	MADS-transcription factor 76 (SOC1)	True							
Zm00001d047421	TF	M02494	447.0	0.0018040540540540538	1.5025210084033611	4.122542698996909	GeBP-transcription factor 9	Probable transcription factor	AT5G28040		GeBP-transcription factor 9	True							
Zm00001d047519	TF	M01153	317.0	0.0018040540540540538	1.7863247863247864	4.901229443524358	bZIP-transcription factor 124	basic leucine-zipper 52	AT2G40620		bZIP-transcription factor 124	True							
Zm00001d047554	TF	M07232	652.0	0.0019690265486725666	1.2252559726962458	3.3152344222244454	NAC-transcription factor 29	GRAB2 protein%3B Putative NAC domain transcription factor superfamily protein	AT5G18270	ANAC087	NAC-transcription factor 29 (ANAC087)	True	nan	0.0	0.35595319512344203	0.205	0.133	0.0	MCs
Zm00001d047563	TF	M00724	334.0	0.0018040540540540538	1.7348066298342542	4.759876478262652	ethylene insensitive-like1	ethylene insensitive-like1	AT3G20770	EIN3	ethylene insensitive-like1 (EIN3)	True							
Zm00001d047636	TF	M02520	491.0	0.0018040540540540538	1.4267990074441688	3.9147804244850364	enhancer of zeste2	enhancer of zeste2	AT4G02020	SWN	enhancer of zeste2 (SWN)	True							
Zm00001d047808	TF	M07092	566.0	0.0018040540540540538	1.3283582089552242	3.6446834389358815	initiator binding protein1	initiator binding protein1	AT1G07540	TRFL2	initiator binding protein1 (TRFL2)	True	 initiator binding protein1	0.0	0.7249282925689531	0.138	0.044	0.0	MCs
Zm00001d047860	TF	M06570	634.0	0.0018040540540540538	1.2432432432432432	3.411149213118853	AP2-EREBP-transcription factor 173	Putative AP2/EREBP transcription factor superfamily protein	AT1G77640		AP2-EREBP-transcription factor 173	True							
Zm00001d047921	TF	M01066	556.0	0.0018040540540540538	1.336021505376344	3.6657096119706982	LBD-transcription factor 42	LOB domain-containing protein 31	AT2G45420	LBD18	LBD-transcription factor 42 (LBD18)	True							
Zm00001d047976	TF	M06805	481.0	0.0018040540540540538	1.4383116883116882	3.9463683478424	Cys2His2 Zinc Finger2	Protein SHOOT GRAVITROPISM 5	AT2G01940	SGR5	Cys2His2 Zinc Finger2 (SGR5)	True							
Zm00001d047995	TF	M00728	3.0	0.0018040540540540538	4.257028112449799	11.680222816354236	Homeobox-transcription factor 62	Putative homeobox DNA-binding and leucine zipper domain family protein	AT4G37790	HAT22	Homeobox-transcription factor 62 (HAT22)	True	nan	0.0	-0.6404307989760439	0.021	0.1	0.0	MCs
Zm00001d048082	TF	M06986	719.0	0.04079166666666666	1.1144781144781144	1.5484877105040502	Zea mays MADS8	Zea mays MADS8	AT1G24260	SEP3	Zea mays MADS8 (SEP3)	True							
Zm00001d048083	TF	M00890	329.0	0.0018040540540540538	1.7488151658767772	4.798312405389625	drooping leaf2	drooping leaf ortholog2	AT1G69180	CRC	drooping leaf2 (CRC)	True							
Zm00001d048208	TF	M01612	232.0	0.0018040540540540538	1.9926470588235292	5.467326272369363	AP2-EREBP-transcription factor 71	Ethylene-responsive transcription factor ERF055	AT4G39780		AP2-EREBP-transcription factor 71	True							
Zm00001d048312	TF	M01251	368.0	0.0018040540540540538	1.6493506493506491	4.525406593011149	Homeobox-transcription factor 22	Homeobox-leucine zipper protein ATHB-23	AT1G69780	ATHB13	Homeobox-transcription factor 22 (ATHB13)	True							
Zm00001d048391	TF	M00727	589.0	0.0018040540540540538	1.3026819923371646	3.574234307932298	C2C2-GATA-transcription factor 10	Putative GATA transcription factor family protein	AT3G60530	GATA4	C2C2-GATA-transcription factor 10 (GATA4)	True							
Zm00001d048412	TF	M08108	153.0	0.0018040540540540538	2.2105263157894743	6.065132582593478	E2F-DP-transcription factor 26	Transcription factor-like protein DPB	AT5G03415	DPB	E2F-DP-transcription factor 26 (DPB)	True							
Zm00001d048474	TF	M06986	684.0	0.0038978102189781024	1.1661237785016287	2.809401280214236	MADS1	MADS1	AT2G45660	SOC1	MADS1 (SOC1)	True							
Zm00001d048493	TF	M01289	343.0	0.0018040540540540538	1.7158176943699732	4.707775577960978	NAC-transcription factor 57	NAC domain containing protein 28	AT1G65910	NAC028	NAC-transcription factor 57 (NAC028)	True							
Zm00001d048991	TF	M06594	562.0	0.0018040540540540538	1.3320079522862822	3.6546974238575665	AP2-EREBP-transcription factor 106	Putative AP2/EREBP transcription factor superfamily protein	AT1G71450		AP2-EREBP-transcription factor 106	True							
Zm00001d049158	TF	M01052	72.0	0.0018040540540540538	2.5357142857142856	6.957367222719897	bHLH-transcription factor 141	Transcription factor bHLH62	AT3G23690		bHLH-transcription factor 141	True							
Zm00001d049165	TF	M07265	287.0	0.0018040540540540538	1.8653061224489795	5.117934520375039	SBP-transcription factor 3	Squamosa promoter-binding-like protein 18	AT5G50670	SPL13B	SBP-transcription factor 3 (SPL13B)	True							
